thread_id,customer_tweet_id,customer_text,uber_tweet_id,uber_reply,thread_length,tentative_intent,ground_truth_intent,ground_truth_escalate,escalation_reason,notes,gold_standard_reply
2830181,2830181,@Uber_Support Good day .I need assistance to an issue your @user office has not been able to resolve for the past two weeks. Thank you,2830182,@user Here to help! Send us a DM with your email address so we can connect.,5,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I’m really sorry to hear you’ve been facing this issue for two weeks. I’d love to help you resolve it. Please DM me your registered phone number and email, and I’ll ensure our tech team gets on it right away. Thank you for your patience!"
1356450,1356450,@Uber_Support Don’t what kind of people you have working for you but not the smartest. Trouble understanding the meaning of refund.,1356448,@user Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.,3,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"I’m really sorry to hear about your experience with the refund process. I understand how frustrating this can be. Please DM me your account email and the trip details, and I’ll do my best to help you resolve this!"
2323348,2323348,@Uber_Support trying to cancel with a driver who is going the complete wrong way and not answering the phone. really don't think i should be charged $5 for that.,2323347,@user Here to help! Send us a note here; https://t.co/e8HVorX5rh and our team will be able to assist!,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about your experience! That sounds frustrating. I understand your concern about the $5 charge. Please DM us with your account email and trip details so we can look into this for you. Your satisfaction is important to us!
1663642,1663642,@Uber_Support Hey there. I'm getting Error Verifying Payment Profile no matter what payment method I choose. Ideas?,1663640,"@user Hi! To troubleshoot your concern, kindly visit: https://t.co/YWcrRDAXHl",4,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I’m sorry to hear you’re having trouble with your payment profile. Please DM me your registered phone number and email so our tech team can help you resolve this issue quickly. Thank you for your patience!
1972473,1972473,Hi @Uber_Support can you please assist me as I am facing a problem in adding the promo code,1972472,@user Sorry to hear about this! Please sign in and send us a message at https://t.co/XTaK2J4LUP with the details. We'll follow up.,2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I’m sorry to hear you’re having trouble adding your promo code. Please send me a DM with your registered phone number and email, and I’ll get our tech team to assist you right away. Thank you for your patience!"
1086910,1086910,@Uber_Support Need to change my email and password. Btw it shouldnt take 10 mins online to find out how to get help.,1086909,@user Thanks for reaching out to us about this. Please reach out to us directly using this link https://t.co/qHlZSjDE9L and leave a brief note.,2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I’m sorry for the hassle you’re experiencing with changing your email and password. Please DM me your registered phone number and email, and I’ll ensure our tech team assists you right away. Thank you for your patience!"
102137,102137,Someone stole our debit card and racked up hundreds of $$ on @user. How does that happen?,102136,@user We've sent you a DM.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your situation. That must be incredibly frustrating. Please DM us with your registered email and any trip details so we can help you address this issue. Your safety and security are our top priorities.
1859274,1859274,@Uber_Support I click the verification link &amp; I get an error message that tells me to email support. (which I did &amp; that address doesn't (2),1859273,"@user Let's take a look at what's going on, Kate. Please DM the email address to your Uber account so we can connect. https://t.co/sd7yH5jmbJ",2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I'm sorry to hear you're having trouble with the verification link. Please DM me your registered phone number and email so our tech team can assist you further. We're here to help!
2881612,2881612,@Uber_Support I got a driver who picked the trip then refused and I will not cancel but neither is he because he wants me to get the penalty. Shockingly unprofessional.... Trip has been delayed by 30 minutes due to the driver refusing to cancel. https://t.co/iU6jFPlFiP,2881611,@user Here to help! Send us a note here; https://t.co/iOszeeHZhQ and our team will be able to assist!,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about your experience. That sounds frustrating! Please send us a DM with your trip details so we can look into this for you and help resolve the issue. Your satisfaction is important to us!
2072542,2072542,@Uber_Support Please could someone contact me about outstanding service by my Uber driver yesterday in central JHB during a shooting. I can't find anywhere in the help except to complain Thanks @user @user,2072540,@user Here to help! Send us a note via https://t.co/QDn91HzZV0 and we'll be in touch.,3,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there, I’m so sorry to hear about your experience during such a distressing situation. Your safety is our top priority. Please DM us your phone number so our safety team can reach out to you directly. Thank you for bringing this to our attention."
2010711,2010711,@user 🖕🏽you For leaving me stranded once again Uber app never works on my phone and they stole my money I have $30 of a credit &amp;,2010710,@user Sorry to hear about the trouble. Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience and the frustration it caused. Please DM us your registered phone number and email so our tech team can help resolve the app issue and ensure you get the support you need. Thank you for your patience!
1224844,1224844,"@user hello , I had a problem with a of yours drivers , could you follow me to talk better ? Thanks!",1224843,@user We're so sorry for the trouble. Send us a note via https://t.co/fS660rQ8NQ so we can assist.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I'm sorry to hear you had an issue with one of our drivers. Your experience is important to us, and I’d love to help. Please DM me your account email and any details about the situation so we can resolve this together. Thank you!"
430209,430209,@Uber_Support I had raised a request regarding issue with promo code not working 2 days back. I have not got any response. Please expedite,430207,"@user Hi there, Mugdha. Please send us a DM with your Uber account email, and we will check on the status of your support inquiry.",4,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I’m sorry to hear about the trouble with your promo code and the delay in response. Please send me a DM with your registered phone number and email, and I’ll make sure our team looks into this right away. Thank you for your patience!"
306276,306276,@Uber_Support I'm having issues with my fuel card,306274,"@user Here to help, Neek. Can you please send a note our way via https://t.co/PORi7fU9tB?",4,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I'm sorry to hear you're having issues with your fuel card. Please DM me your registered phone number and email, and I'll get you connected with our team to resolve this as quickly as possible. Thank you for your patience!"
1193505,1193505,How am I supposed to cancel my @user order if @Uber_Support doesn't answer the phone! UGH.,1193504,@user We're here to help. Can you please send us a DM of your email address so we can connect?,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I completely understand your frustration! To cancel your order, please open the app and go to Activity > Your Trips > Select the trip > Cancel. If you need further assistance, feel free to DM us your account email, and we’ll help you out!"
2871082,2871082,@Uber_Support I can’t use my free ride it’s asks for a payment method when it’s free,2871081,@user Here to help! Find out more info here https://t.co/paDlcZi0nv,2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,I’m sorry to hear you’re having trouble using your free ride! It sounds like there might be an issue with your payment settings. Please DM me your registered phone number and email so our tech team can help you resolve this. Thank you for your patience!
2760385,2760385,"@Uber_Support my last two trips I was charged more than double the estimated price, even after not getting any high rate warnings. Ir is completely unacceptable, you just lost my business and will start preaching @user",2760384,@user We're here to help! Send us a note at https://t.co/6IqAxVj2X4 so we can assist.,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about the unexpected charges on your recent trips. I understand how frustrating that can be. Please DM us your account email and the trip details so we can look into this for you. We value your feedback and want to make things right!
2399594,2399594,@Uber_Support got charged Rs. 120 when the driver had to cancel when he couldn't find where I was. Previous drivers found me very easily.,2399593,@user Oh no! Please send us a note at https://t.co/lyqXfbVdYK and we'll be happy to look into this for you.,2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"We understand how frustrating unexpected charges can be, especially when the driver couldn’t locate you. Please DM us your account email and trip details so we can look into this for you. Your experience matters to us!"
162891,162891,I can’t say I usually kick up a fuss about things like this but I finished work a couple of hours ago in Piccadilly Circus. Given the incident I thought I’d rather get an @user to be safe. And the sick bastards put their surge to £56-73. For a journey that usually costs £15. 😡🤬,162889,@user We're here to help! Please send us a note via https://t.co/1xM0TILvAI so we can connect.,3,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"I completely understand your frustration with the surge pricing, especially after a long day at work. Safety is our top priority, and I’m here to help. Please DM me your account email and trip details, and I’ll look into this for you. Thank you for your patience!"
2798533,2798533,What’s the point of @user if the drivers are rude and refuse to deliver to your door #ffs,2798532,"@user Here to help! Send us note via https://t.co/hVMgTsth35, so we can connect.",2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,"I’m really sorry to hear about your experience with our driver. That’s not the level of service we aim for. Your feedback is important, and I’d like to help. Please DM me your account email and any trip details so we can address this. Thank you for your patience!"
1096039,1096039,@Uber_Support Hello. I left my phone is an uber honda car. It does not show up on my resent travles so how do I get my phone back.,1096037,@user We're here to help! Please send us a note via https://t.co/rOtqyWzf0B so we can connect.,4,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I'm sorry to hear you left your phone in the Uber. Please check the app under Activity > Find lost item > Contact driver to reach out for help. If you need further assistance, feel free to DM us your email and details. We're here for you!"
2398350,2398350,send me a birthday discount @user pls,2398349,@user Hello there! You can always share your referral code with friends so you can rack up free rides when they sign up.,2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Happy birthday! 🎉 While I can't provide discounts directly, I recommend checking the app for any special offers. If you need help with your account, please DM me your registered email and phone number so I can assist you further. Enjoy your special day!"
552609,552609,@Uber_Support I’m not happy that I’ve just had to pay 12£ for Uber’s that have all cancelled on me,552608,@user We can definitely take a look. Contact us via https://t.co/1xM0TILvAI so we can assist.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,"I’m really sorry to hear about the cancellations and the unexpected charge. I understand how frustrating that can be. Please DM us your account email and details of the trips, and we’ll look into this for you. Thank you for your patience!"
882636,882636,@Uber_Support ordered dinner through @user &amp; wrong food delivered 🙁 no help online - where's the customer support phone number? #hangry,882635,"@user Sorry to hear about this! Please share details here; https://t.co/6H850ReQwW, so our team can better assist.",2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about the mix-up with your dinner! 😞 To get this sorted, please check the app under Activity > Find lost item > Contact driver. If you need more help, feel free to DM us your email and we’ll assist you further!"
2960599,2960599,@Uber_Support My husband's Uber partner icon has disappeared from his phone. He had it last week - what do we do to get it back?,2960597,"@user Hi, Pat! Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/balq3Eyso6 so we can assist them further. Please let us know if you have any other questions.",4,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I understand how frustrating it can be when the partner icon disappears. Please have your husband check the app for any updates or try restarting his phone. If the issue persists, feel free to DM us with his registered email, and we'll help him get it back!"
2786666,2786666,@Uber_Support why won't my payment method work for über eats?? Tried 3 different cards????,2786665,@user Here to help! Send us a note via https://t.co/nNTmqKFfZd so our team can get in touch.,2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"I’m sorry to hear you’re having trouble with your payment method for Uber Eats. Let’s get this sorted out! Please DM me your registered phone number and email, and I’ll connect you with our tech team for assistance. Thank you for your patience!"
266199,266199,@Uber_Support my account was hacked. I changed my password. Is there anything else I should do? Please assist me,266197,@user Happy to help! Please reach out here so we can take a deeper look into this: https://t.co/kGIXas5Cxg,5,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear that your account was hacked. Changing your password was a great first step! Please DM us your registered phone number and email so our tech team can assist you further and ensure your account is secure. We're here to help!
490727,490727,".@user This is my wife. She was home sick and went hungry ALL DAY because you failed to fulfill your promise to deliver on my order. I tried to contact support via email, Twitter, phone, in-app. And got nothing but broken promises. #uberscam #uberfail @user @Uber_Support https://t.co/3QB8pcaugT",490726,@user We're sorry to hear this was your experience. Contact us via https://t.co/nFTc4ODH3P and we'll be in touch.,5,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your wife's experience and the frustration this has caused. Please DM us your account email and any details about the order, and we'll do our best to resolve this for you. Thank you for your patience."
2674388,2674388,"So @user cancelled on me at 7:15 for a 7:15 pickup, and we nearly missed the show. Then, they charged me $6. Not a good day for #Mobility https://t.co/nmoBZ6jFHS",2674387,@user Sorry for the trouble! Send us a note via https://t.co/JyzdtQmyxT so we can connect.,2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your experience and the unexpected charge. I understand how frustrating that must be, especially before a show. Please DM me your account email and trip details so I can help resolve this for you. Thank you for your patience!"
300725,300725,@user can we just be honest and say this fee for all the restaurants in the mall is because of the stupid construction? Geez https://t.co/S0l46rtrhg,300721,@user Here to help clarify! You can head here: https://t.co/gwEH0cpug2 for more info on EATS pricing.,6,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"I totally understand your frustration with the extra fee due to construction. It can be really annoying! Please DM us your account email and trip details, and we’ll look into this for you. Thank you for your patience!"
1787453,1787453,"@Uber_Support Hi, is there any way for me to pay to Uber back? I was one of the Uber Driver. there is -RM9 in my estimated bank deposit ( uber pay statment). I have stop from doing Uber for quite a long time and not plan to cont yet. please help.",1787451,@user Here to help. Send us a note at https://t.co/EkibplQL1j so our team can connect.,5,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I understand how concerning this situation is for you. Please DM us with your account email and any relevant trip details, and we'll look into this for you. We're here to help!"
254828,254828,I am soooo sick of unprofessional @user drivers,254827,"@user Sorry to hear this! Send us a note here,https://t.co/fS660rQ8NQ, and our team will follow up.",2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience with our drivers. We strive for professionalism and your feedback is important. Please DM us with your account email and any trip details so we can look into this further. Thank you for your patience!
253672,253672,"@Uber_Support Need details of the cab that my wife has taken as she is out of coverage, need to connect with the driver. Have DMed details",253671,"@user We're unable to locate a DM, Gaurav. Please DM us additional details and we'll be in touch shortly. https://t.co/sd7yH5jmbJ",2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I understand how important it is to connect with your wife. Please check your DMs for my response, and if you can share your phone number, I can have our safety team reach out to you right away. Your peace of mind is our priority!"
128457,128457,@user your Uber driver called me and said “ Nah I don’t wanna do no 10 minutes ride” hung up and I still got charged 5 dollars fam,128456,@user Here to help! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.,2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about your experience and the unexpected charge. I understand how frustrating that can be. Please DM me your account email and trip details so I can help resolve this for you. Thank you for your patience!
423592,423592,"@user hey uber, i lost my phone and am scared that somebody can use it to make trips with it. who do i contact?",423591,@user Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,6,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I'm so sorry to hear about your lost phone! Your safety is our top priority. Please DM us your phone number so our safety team can assist you. In the meantime, you can also check the app under Activity > Find lost item > Contact driver for help. We're here for you!"
2688275,2688275,@Uber_Support you have a driver in Dubai who threw a bottle on my brother in an attemp to harm! He also insulted him drove dangerously to scare him!! I want a number to call as well as I'm letting the police know of this incident! In my opinion using uber is becoming risky!,2688274,@user Here to help! Send us a DM with your email address so we can connect.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,"I'm so sorry to hear about your brother's experience. Safety is our top priority, and we take incidents like this very seriously. Please DM us your phone number so our safety team can reach out to you immediately. Thank you for bringing this to our attention."
1019410,1019410,@user not only was he threatening but he almost caused an accident. My hotel will no longer ubereats to enter the building.,1019409,@user Happy to help! Please reach out here so we can do so: https://t.co/fS660rQ8NQ,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm so sorry to hear about your experience. Your safety is our top priority. Please DM us your phone number so our safety team can reach out to you directly. Thank you for bringing this to our attention.
1600159,1600159,@user please let your drivers know how unprofessional it is to have heated arguments while you have customers in your car..,1600157,"@user Sorry for the trouble! Send us a note here, https://t.co/z8NNR56eyf, and our team will be in touch.",3,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,"We’re truly sorry to hear about your experience. Heated arguments can be very uncomfortable, and we appreciate you bringing this to our attention. Please DM us your details, and we’ll ensure this is addressed with the driver. Your comfort and safety are our top priorities."
125883,125883,When your Uber driver makes racist ass comments 😒 #uber @user,125882,@user We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your experience. That kind of behavior is unacceptable, and your comfort matters to us. Please DM us with your account email and details about the trip so we can address this properly. Thank you for bringing it to our attention."
283697,283697,@Uber_Support @user Inr 450 spent on my card bt funds not added to wallet!!!,283695,@user Hey Chirag! Can you please provide your account email via DM so we can further connect? Thank you,9,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,I'm sorry to hear about the issue with your funds not being added to your wallet. Please DM us your registered email and phone number so we can look into this for you. Thank you for your patience!
1304292,1304292,"@user you actually suck, your drivers suck. All suck. I just bought a cab a for very drunk girl. She was sick out window and uber cab told",1304289,@user Here to help. Send us a note at https://t.co/1uWOXe5ubr so our team can connect.,4,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,"I'm really sorry to hear about your experience. Safety is our top priority, and we take situations like this very seriously. Please DM us your phone number so our safety team can reach out and assist you directly. Thank you for bringing this to our attention."
1454626,1454626,@user I was charged for a ride I don’t even know about. What do I do?,1454625,@user We can take a look on these. Kindly send a note here: https://t.co/dInR3racif so we can connect.,2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,"I’m sorry to hear about the unexpected charge! Please DM us with your account email and details of the ride in question, and we'll help you resolve this. Your experience matters to us!"
1326214,1326214,@user help options too limited. Driver canclld trip I’ve been charged full fare plus cancellation fee. Why is refund only cancellation fee,1326212,@user We're here to help! Send us a DM with your email address so we can follow up.,3,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about the unexpected charge and cancellation fee. I understand how frustrating this can be. Please DM me your account email and trip details so I can help resolve this for you. Thank you for your patience!
417888,417888,"@user DONE with your scams. Deleting my app for good after so many fake surges, long out of the way routes and rude drivers #hellolyft",417887,@user We're so sorry about that! Please send us a DM with your email address with details so we can connect.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your experience. We strive for better, and your feedback is important. Please DM us your registered email and phone number so we can look into this and help improve your experience. Thank you for sharing your concerns."
1586357,1586357,@user terrible service from uber . Same Driver two days in a row . Was slow on motorbike and very rude and thinks it’s a joke !!!,1586356,@user We can take a look on these. Kindly send a note here: https://t.co/hVMgTsth35 so we can connect.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience with the driver. That’s not the service we strive for. Please DM us your account email and any details about your trips so we can look into this further and ensure it doesn’t happen again. Thank you for bringing this to our attention!
2526421,2526421,"@Uber_Support I lost a my phone (Singapore Uber account is +65 98327169), and cannot send my contact number because to enter a number for driver to contact, required 2nd level authenticated login which is send to the phone. Can you ask driver to call me at +65 9770 3220?",2526420,@user Here to help! Please send us a note via https://t.co/rOtqyWzf0B so our team can connect.,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your lost phone. Unfortunately, I can't directly contact the driver for you. Please try using the in-app feature: go to Activity > Find lost item > Contact driver. If you need further assistance, feel free to DM me your registered email. We're here to help!"
1811343,1811343,@user trying to hire Uber to handle a very large event in DC next week. Can't get any Uber customer service. Need a phone call asap,1811342,"@user Hello, Peter. We've followed up with you via DM regarding this matter.",2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I understand how important it is to get support for your large event in DC. Please send us a DM with your phone number so we can connect you with our team ASAP. We're here to help!
698113,698113,@Uber_Support I was quoted a fare of $9.08 but charged a fare of $10.37. Don't like idea of your undercutting your competitors only to sneak,698112,"@user Sorry to hear about the troubles, Miriam. Please send us a note at https://t.co/rMyIZ1kWhc so we can look into this for you.",6,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I understand how frustrating it can be to see a difference in your fare. Please DM us your account email and the trip details so we can look into this for you. We're here to help!
962835,962835,"yoooooooo, my uber got in an accident rn &amp; i'm fucking late man!!!",962834,@user We hope everyone is ok. Please DM us your email address so we can follow up immediately.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,"I'm really sorry to hear about the accident. Your safety is our top priority. Please DM us your phone number so our safety team can reach out and assist you right away. Hang in there, and we’ll get this sorted out for you."
1798765,1798765,I'm on my way! Follow my Uber ride: https://t.co/75td1mRy7J,1798764,@user Thanks for reaching out to us about this. Please reach out to us directly using this link https://t.co/hr88X1ZGuG and leave a brief note.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,"Thanks for sharing your ride link! If you have any questions or need assistance during your trip, feel free to reach out. Safe travels! 🚗💨"
1456496,1456496,"@Uber_Support my phone was stolen this morning by your driver, i have his license plat info and phone number also name Dolman",1456495,@user We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,2,lost_item,lost_item,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your phone being stolen. Your safety is our top priority. Please DM us your phone number so our safety team can reach out to you directly. In the meantime, you can also report the issue through the app under Activity > Find lost item > Contact driver."
1047308,1047308,Yo @Uber_Support @user look at my driver! Real responsible! https://t.co/F8KkjZhKmH,1047305,"@user We're ready to look into this right away, Anthony. Please DM us your Uber account email address so we can follow up. https://t.co/sd7yH5jmbJ",6,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I’m really sorry to hear about your experience with your driver. Your safety and comfort are our top priorities. Please DM us with your phone number so we can look into this right away. Thank you for bringing this to our attention!
2455407,2455407,"@user Abt my 2nd last ride, driver was very unprofessional and rude. This was not expecting from uber. I m Very disappointed.",2455405,@user We're so sorry for the trouble. Send us a note via https://t.co/TmWmJyGFaK so we can assist.,6,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience with your driver. That’s not the level of service we strive for at Uber. Please DM us your account email and any details about the ride so we can address this issue and ensure it doesn’t happen again. Thank you for bringing it to our attention!
652704,652704,"Attempted to order food through @user for the first time. Wow. Dreadful experience. Delivery not scheduled properly on app, Promo Code (sent to us in post) invalid, despite expiry being end of Dec. Culminated in cancelled (rather than edited) order by agent. Won't use again.",652703,"@user This doesn't sound right, Adam! Please DM us the email and phone number linked to your account so we can help. https://t.co/sd7yH5jmbJ",2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about your experience with the app and the promo code issue. I understand how frustrating that must be. Please DM me your registered phone number and email so I can connect you with our tech team to help resolve this. Thank you for your patience!
1089347,1089347,I’m live tweeting my Uber Ride because I’m alone. Please contact the police if I don’t tweet that I’ve arrived at my destination.,1089345,@user We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,3,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,"Your safety is our top priority. Please DM us with your phone number so our safety team can reach out and ensure you're okay. Stay safe, and we’re here for you!"
1080522,1080522,@user Received incorrect message from uber that my 50% off 10 rides promo code didn't work because of second uber account.,1080520,@user Sorry for the trouble! Kindly send us a note via https://t.co/lqVgKo4ZO3 so we can help.,4,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I’m sorry to hear about the confusion with your promo code. It sounds frustrating. Please DM me your registered phone number and email so I can help you sort this out with our tech team. Thank you for your patience!
2825129,2825129,"@user my driver speeds through london, rejects the rules on pooling and leaves my feeling unsafe and nauseous and you don’t think you can do anything to compensate me??! What happened to #uber customer service ?!",2825128,@user Here to help. Send us a note at https://t.co/kXjcHfRX24 so our team can connect.,2,safety_critical,safety_critical,True,P0 physical safety risk requires immediate human safety team triage,,I'm really sorry to hear about your experience. Your safety is our top priority. Please DM us with your phone number so our safety team can reach out and assist you further. Thank you for bringing this to our attention.
667122,667122,"Hello Uber in JFK. Three of your Uber drivers either asked me to meet them in another location, asked me where I was going..and all we're very rude. Scam. Because when I cancel, you charge me 5 dollars. Shame. No wonder there is a long line for the yellow NY cab lines. @user",667121,@user Here to help. Send us a note at https://t.co/593jusCquh so our team can connect.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,Hi there! I'm really sorry to hear about your experience at JFK. That’s not how we want our riders to feel. I understand the frustration with the cancellation fee. Please DM me your account email and trip details so I can help you further. Thank you for your patience!
324316,324316,I would love to know why @user is trying to charge me when a driver cancelled on ME! When I was stood right there waiting.,324315,@user So sorry about that! Find out about our cancellation policy here; https://t.co/JyzdtQmyxT.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about the confusion with your fare after the driver canceled. That’s frustrating! Please DM us your account email and the trip details so we can look into this for you. Thank you for your patience!
687016,687016,"@user Thanks for incorrectly charging me and only giving me half a refund. (Sarcasm btw) Seriously, I want a full refund.",687015,@user We're here to help! Send us a DM with your email address and more details so we can follow up.,2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about the unexpected charge and the partial refund. I understand how frustrating this can be. Please DM me your account email and the trip details so I can help resolve this for you. Thank you for your patience!
2014318,2014318,@Uber_Support why am I charged $5 when I wait 20 min for a car that is 3 min away? And THEY cancel?!,2014317,"@user Thanks for reaching out, Amy, we'll be happy to give this a second look for you. Send us a note with the details at https://t.co/QsI1vsvcif.",2,fare_billing_dispute,fare_billing_dispute,False,Can be auto-handled with standard protocol / DM guidance,,I’m really sorry to hear about the unexpected charge and the cancellation. I understand how frustrating that can be. Please DM us your account email and the trip details so we can look into this for you. Thank you for your patience!
2268878,2268878,Ever had an Uber driver smell so bad you got a migraine? #Uber,2268877,@user Here to help! Please send us a note at https://t.co/fS660rQ8NQ and we'll be happy to look into this for you.,2,driver_service_conduct,driver_service_conduct,False,Can be auto-handled with standard protocol / DM guidance,,"I'm really sorry to hear about your experience. That sounds uncomfortable and frustrating. Your comfort matters to us! If you’d like to share more details, please DM us your account email and trip info so we can look into this further. Thank you for your understanding!"
1036575,1036575,@Uber_Support hello I keep getting the message redemption limit exceed when I enter a promo code. I am in Singapore.,1036574,@user We can take a closer look! Contact us here; https://t.co/lqVgKo4ZO3 so we can help.,2,app_account_access,app_account_access,False,Can be auto-handled with standard protocol / DM guidance,,"Hi there! I’m sorry to hear you’re having trouble with the promo code in Singapore. Please DM me your registered phone number and email, and I’ll get our tech team to assist you right away. Thank you for your patience!"
1067054,1067054,@Uber_Support @user you guys are trash . I start using uber for 2 days and yall stealing money out my account What kind of bullshit is this,1067053,@user Hey there! We've just followed up with you via DM.,2,general_feedback_other,general_feedback_other,False,Can be auto-handled with standard protocol / DM guidance,,I'm really sorry to hear about the issues you're experiencing with your account. I understand how frustrating this must be. Please DM us your registered phone number and email so our team can help resolve this for you. Thank you for your patience!
